ss,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,trans_num,trans_date,trans_time,categoty,amt,customer_device,customer_payment_method,customer_card_number,customer_transaction_id,merch_name,merch_id,merch_url,merch_transaction_ip,mercj_lat,merch_long,isfraud
877418652,Anita,Brown,F,1381 Park Ave,Boston,NJ,31773,30.206869,-95.061307,6017216,Teacher,1989-03-24,057563983652,4c481829-ce6f-4763-adf0-eac9260f411d,2024-12-28,09:59:02,grocery,31.54,web,wallet,**** **** **** 0476,ff5b253b-1154-4523-b80a-52951d4638fb,Amazon,M43166,https://www.amazon.com,71.161.15.249,30.113443,-90.6936,0
216107051,Anita,Nguyen,F,7856 2nd St,Dallas,TX,15006,39.895156,-92.893168,6033681,Teacher,1965-11-14,843905529580,90174a86-034e-4e7f-a06f-ea9b4e2b5dcc,2024-09-15,01:32:43,utilities,184.06,pos,wallet,**** **** **** 3862,5dc54d01-0ca6-4c3e-bf4b-58cf57b6543b,Amazon,M50784,https://www.amazon.com,71.144.90.31,29.975005,-90.370952,0
357134324,Mei,Singh,M,3090 2nd St,San Francisco,CA,34334,31.252675,-111.226338,218672,Teacher,1950-12-09,064242956334,ebf13f80-0f01-4265-a036-d4d51a273346,2024-12-09,03:27:21,electronics,395.37,web,debit_card,**** **** **** 9628,ad9f7b79-e7cd-4678-a340-97835bcb4b99,Costco,M37611,https://www.costco.com,180.112.89.166,33.892836,-92.355921,0
727955969,Luis,Lee,F,3552 Oak St,San Francisco,NJ,38607,31.312749,-111.464409,1017191,Clerk,1966-09-22,051502675512,4bc3ac38-8383-43e0-af62-ba2cbbc4c27f,2024-12-20,15:09:50,restaurant,68.19,web,wallet,**** **** **** 5957,5f3f213a-6b07-4933-9845-9c8e2d2fa4a7,Starbucks,M49344,https://www.starbucks.com,11.249.238.225,44.332952,-89.326763,0
392250142,Jane,Garcia,F,6665 1st Ave,Miami,PA,31499,34.709084,-122.132617,7487299,Designer,1997-01-07,576270232441,66e22a64-d8ef-4a49-8957-8383d6993f46,2024-03-12,16:32:15,electronics,1722.64,web,credit_card,**** **** **** 3767,5520dd5a-1bc4-4203-bffe-f81cee5339d9,BestBuy,M22559,https://www.bestbuy.com,100.33.82.196,33.086919,-115.197739,1
580996132,Michael,Garcia,F,8100 1st Ave,San Francisco,MA,39057,31.479909,-111.405724,2022644,Developer,1982-07-03,730346156262,f92a16fd-c3f0-45a0-8b5e-3e4e0397a58b,2024-04-20,16:03:29,travel,1608.58,web,credit_card,**** **** **** 0252,ae8b5a2a-5830-4a74-9602-1381f5e885a0,Costco,M76449,https://www.costco.com,99.176.117.3,33.697975,-92.257731,1
126861205,John,Smith,F,9989 Cedar Rd,Miami,CA,75806,34.653332,-122.312139,2860716,Clerk,1982-09-25,943897607401,2e1fb2b1-b54e-4339-8dfa-3fbfdce9633a,2024-12-03,01:23:01,pharmacy,140.77,mobile,wallet,**** **** **** 0754,33672575-bf22-4cea-babc-74c5e39e7e18,Amazon,M88089,https://www.amazon.com,29.92.188.10,30.088895,-90.474127,0
701550291,Luis,Sharma,M,7163 Oak St,Austin,GA,55270,42.127579,-85.352532,2097665,Clerk,2001-01-20,681546602416,6b6b17cc-9a8c-46c9-9eba-33cbe70c80ad,2024-02-15,05:09:49,electronics,1163.25,web,wallet,**** **** **** 8096,fce7b24d-25af-4703-8880-de7a26f113f5,Target,M98894,https://www.target.com,73.70.2.105,43.358125,-84.036824,1
969586780,Anita,Nguyen,F,3783 1st Ave,San Francisco,WA,52547,31.214097,-111.232433,6158282,Designer,1991-04-30,555572773826,7eba5688-f5cc-43b9-ad9c-161126c70c7a,2024-04-09,07:13:39,utilities,41.94,pos,credit_card,**** **** **** 0299,4c3e979f-ab92-492a-bf02-dbfbda0cc96a,Target,M91823,https://www.target.com,91.145.111.107,43.831339,-84.492009,0
194226865,Luis,Singh,M,2257 Maple Ave,Chicago,NJ,89576,25.789855,-112.816856,3369789,Nurse,1968-12-16,369455158886,276e1642-82f3-4284-8a9e-e7f4ac88046d,2024-03-28,10:04:36,utilities,213.09,web,debit_card,**** **** **** 9666,26db9525-d053-421d-9866-4adcab5f8a50,BestBuy,M93416,https://www.bestbuy.com,8.159.58.36,32.891586,-115.135652,0
688327532,Mei,Garcia,M,4195 Main St,Boston,PA,84620,30.078871,-95.121004,3156267,Engineer,2003-12-13,735241039773,8e41c805-f042-4044-a130-41d6f1b51b19,2024-09-22,12:16:35,pharmacy,296.97,mobile,debit_card,**** **** **** 7616,aed05fb9-32c2-4273-a9e0-d941153f546f,Uber,M80430,https://www.uber.com,31.184.199.156,47.104155,-104.793609,1
249125652,Anita,Doe,F,6053 Maple Ave,Chicago,NY,77051,25.662034,-112.690236,6655387,Analyst,1959-04-19,373415177345,1a8dca79-35ee-4c7c-a99e-f533dc7ba387,2024-04-24,16:19:17,pharmacy,102.55,web,wallet,**** **** **** 9544,8675f972-c872-4d7d-a6e2-c3424620c0db,Target,M84401,https://www.target.com,163.79.122.183,43.49776,-84.329126,0
886792529,Akhil,Kumar,F,3834 1st Ave,Chicago,FL,37742,25.643619,-112.806909,151222,Manager,1982-09-02,858567287276,032ef922-a3db-4aa2-85ca-8c08c090a342,2024-01-06,12:39:26,gas,47.39,web,credit_card,**** **** **** 3350,9d863683-fcfa-4f83-b630-e9ddefa6bfd3,Starbucks,M92103,https://www.starbucks.com,26.244.85.130,44.232689,-89.555645,0
720948413,Luis,Sharma,M,8667 Park Ave,Dallas,PA,42072,39.849771,-92.842562,5835614,Nurse,1970-06-27,128403339977,788b3365-c891-4988-aae1-7087027269a7,2024-02-08,03:56:41,grocery,45.07,pos,credit_card,**** **** **** 7490,9a932ec3-78ff-4004-9420-4ebe284b7f1c,Costco,M66328,https://www.costco.com,221.232.29.185,33.938201,-92.367246,0
448354884,Mei,Singh,M,9952 Oak St,Miami,IL,74566,34.756653,-122.370102,4104043,Clerk,1975-06-17,712705877221,9238dec5-7b46-4923-bd03-62ffe755afb1,2024-10-22,07:47:38,utilities,279.0,mobile,debit_card,**** **** **** 7149,21e53682-c94a-4d87-8eff-498e324b4dcd,BestBuy,M84843,https://www.bestbuy.com,173.40.83.41,32.640904,-115.199925,0
245557469,Akhil,Nguyen,M,7862 Maple Ave,Boston,NJ,45308,29.920162,-95.289607,7887727,Manager,1983-04-08,660606527403,6ef52024-3c48-43f9-9cdf-ab1a8090038d,2024-03-22,00:22:37,travel,1249.71,web,credit_card,**** **** **** 1132,f385cbc9-4a82-4799-b169-4355810d40e7,DoorDash,M72872,https://www.doordash.com,242.185.152.121,27.404381,-118.219142,1
741721562,David,Singh,M,9702 Maple Ave,Miami,PA,17774,34.544778,-122.245707,2365643,Clerk,1983-02-23,294938173598,06303d19-7900-4c3a-b135-4b7629bb7c14,2024-10-23,05:41:29,travel,2271.03,web,wallet,**** **** **** 5534,dc8fe175-e8b4-410d-ae25-8a403668d05c,Uber,M89117,https://www.uber.com,192.239.6.36,46.787415,-104.867644,1
495119181,John,Lee,M,9368 Maple Ave,Boston,NY,14205,30.212588,-95.045517,2793662,Clerk,1994-02-21,828197931647,6ef41f26-4f47-4af3-b141-98094a95a8b1,2024-06-24,06:18:52,online_purchase,261.93,mobile,credit_card,**** **** **** 0035,bbe59f89-bceb-4a6f-a44a-5e1483e57100,Starbucks,M29725,https://www.starbucks.com,67.220.58.150,44.597093,-89.691644,0
851553334,Priya,Nguyen,F,2529 Park Ave,Austin,WA,50433,41.811473,-85.617639,5099283,Engineer,1961-06-04,264335027160,f6d9ae18-9d30-433c-8812-5c074344b55e,2024-06-21,09:56:12,electronics,791.81,web,debit_card,**** **** **** 2317,0cb295f5-3de3-4166-a1e6-3f7d9d44eec5,Costco,M56974,https://www.costco.com,192.82.107.49,33.532487,-92.779209,0
164316704,Anita,Smith,M,218 Maple Ave,Dallas,NY,65052,39.907465,-92.795339,3025280,Developer,1977-10-23,502329028227,0fb19bff-9bb1-467e-a2a5-d7374bb7b6dd,2024-10-23,01:02:15,grocery,16.73,mobile,wallet,**** **** **** 1207,52c9b22e-6104-4634-80b5-433d19f0dcc6,BestBuy,M50116,https://www.bestbuy.com,104.161.96.233,33.030617,-115.064521,1
210531611,John,Brown,M,2464 Maple Ave,Dallas,NY,16094,39.963132,-92.833335,6110959,Clerk,1965-03-25,776872904774,19a7446c-d40a-43ca-851c-7fb080b9af59,2024-02-19,18:53:51,restaurant,134.71,web,wallet,**** **** **** 1649,76022015-19e1-4b6e-ac87-37f72db0538a,Walmart,M42739,https://www.walmart.com,58.65.48.187,43.712523,-123.732396,0
032020326,Mei,Lee,F,7014 Pine St,Austin,MA,96665,41.796926,-85.333565,7186595,Engineer,1984-07-17,509775396737,84c52ba0-12c3-4391-957d-bdf71a2e773f,2024-08-29,07:03:10,travel,2228.93,mobile,wallet,**** **** **** 8415,3431ad11-8fd3-4a21-98de-01b30162ad10,Starbucks,M94186,https://www.starbucks.com,7.247.140.33,44.24912,-89.302563,1
683230358,Jane,Lee,F,5130 Cedar Rd,Austin,MA,67168,41.960157,-85.25231,7322650,Clerk,1966-05-20,929880858382,9b0a1275-7fc2-4d76-aecc-46e33734fd52,2024-05-25,10:19:59,online_purchase,44.55,mobile,wallet,**** **** **** 8677,12a55e2f-5c25-46fb-997d-7eecd029c420,DoorDash,M27841,https://www.doordash.com,185.241.77.1,26.878076,-118.362162,0
266933513,Priya,Nguyen,M,2398 Main St,New York,IL,73036,39.835793,-122.46855,6819508,Nurse,1985-02-06,426192372450,976de8dd-ad5c-4c39-bf98-81b935773a3f,2024-09-04,07:00:06,gas,61.65,pos,credit_card,**** **** **** 4064,8c4597d0-7cd5-4683-aaf6-51eaff19b660,Walmart,M92168,https://www.walmart.com,120.110.150.44,43.842646,-123.514709,0
014448564,Michael,Patel,M,9914 Pine St,San Francisco,PA,41626,31.473419,-111.211024,7068824,Cashier,1987-10-31,510173973964,e616304c-9b75-4584-ae8f-7006bc7bb88d,2024-02-10,09:01:41,pharmacy,170.4,pos,debit_card,**** **** **** 5996,e88cbd0e-b4a4-40db-855a-e9e41de0245d,Starbucks,M15225,https://www.starbucks.com,89.166.202.113,44.70371,-89.543609,0
745553470,David,Garcia,M,3061 1st Ave,Seattle,PA,92643,45.69851,-119.204965,7773137,Cashier,1952-07-18,574238856527,d6e770a0-7406-4742-9cfc-ce41377980f5,2024-11-28,16:31:22,gas,46.7,pos,wallet,**** **** **** 4755,57e075ac-4091-4fab-aaa7-1a32a69b0158,Shell,M57377,https://www.shell.com,194.41.246.44,43.457606,-82.6384,0
258562614,Luis,Lee,F,1344 Park Ave,Austin,IL,22237,41.775055,-85.388941,7406247,Cashier,1973-08-18,991537038240,a20ce4f5-2438-4a4d-8de7-8164e96a6709,2024-07-11,01:00:29,electronics,1674.83,mobile,credit_card,**** **** **** 8893,3c518cb9-3a3a-4691-ac2d-91bbe3dc315e,Starbucks,M34386,https://www.starbucks.com,218.133.149.103,44.568723,-89.354454,1
389218785,Michael,Brown,F,6072 Park Ave,Chicago,MA,51963,25.626475,-112.835438,5864975,Teacher,1978-11-10,193583749079,953ddc64-cf04-487d-a54d-2ef571885cff,2024-06-19,01:15:11,pharmacy,179.36,mobile,credit_card,**** **** **** 9409,ba269dbb-a72e-4f0b-9e2e-562839820310,Shell,M66469,https://www.shell.com,181.196.242.35,43.855674,-82.576166,0
905911918,Luis,Smith,F,8422 Maple Ave,Seattle,PA,28904,45.62665,-118.852416,4973043,Developer,1950-08-11,623392207151,970e0781-88a7-4c88-88d4-16ad93fa4397,2024-02-06,13:38:53,utilities,242.38,pos,debit_card,**** **** **** 7124,a83c65ac-fa5c-4933-8da4-db55028670d8,Starbucks,M36293,https://www.starbucks.com,59.90.253.166,44.572174,-89.683784,0
564099512,Luis,Smith,M,1069 Pine St,New York,NJ,22516,39.574221,-122.388947,4488588,Engineer,1950-06-02,397283512959,0c23620b-877f-4248-a14d-edbfa806425e,2024-03-09,17:05:28,pharmacy,213.38,mobile,wallet,**** **** **** 9821,0a532001-d57c-4cda-b2b2-ae49da6d7605,Shell,M35317,https://www.shell.com,155.40.157.236,43.466388,-82.432488,0
507918158,David,Singh,M,4134 Pine St,San Francisco,MA,28531,31.221455,-111.149954,1629911,Cashier,1953-09-24,998868345273,69686c2d-9a69-4f29-8831-f8f09af506a8,2024-04-23,18:34:37,utilities,179.57,web,credit_card,**** **** **** 0803,114b266f-6df2-410b-9027-fef39e661569,Walmart,M50254,https://www.walmart.com,229.151.192.231,43.659666,-123.825556,0
828503172,John,Lee,M,6406 Park Ave,New York,FL,56106,39.892491,-122.753413,6973908,Cashier,1995-08-11,351373990063,9cd22483-728a-4708-bb2e-8e05e5e5cc67,2024-12-15,15:35:49,gas,93.94,mobile,credit_card,**** **** **** 4694,1e0411d4-3eff-4b4e-af8c-445972fb4c81,BestBuy,M95634,https://www.bestbuy.com,189.234.70.105,32.939931,-115.188137,0
112712852,Michael,Patel,F,270 Maple Ave,Miami,PA,15478,34.782603,-122.321907,5611336,Nurse,1956-04-29,464844941163,c34c90cd-2f98-4993-bd7e-37f8b6a98251,2024-02-03,14:16:01,pharmacy,64.23,pos,credit_card,**** **** **** 9572,6f5a87e9-df1f-4b05-adba-1e2a95735aa9,Shell,M88250,https://www.shell.com,197.11.170.240,43.566122,-82.120583,0
248132357,Sara,Doe,M,4209 Main St,Austin,MA,55890,41.923652,-85.267504,523353,Cashier,1984-02-04,071398482285,2c2e61c8-66ee-4e96-937c-3527de2bd562,2024-01-23,00:36:16,gas,74.78,web,wallet,**** **** **** 0906,2d25908d-1051-482e-922b-387922b9415a,Costco,M25681,https://www.costco.com,220.58.196.161,33.427408,-92.506334,1
278532426,Anita,Nguyen,F,6436 Cedar Rd,Miami,PA,41151,34.777354,-122.256515,2945296,Consultant,1992-12-26,425064207683,40ec39e8-1911-4e11-be9b-6e40a2fd76b6,2024-06-05,05:03:51,online_purchase,336.85,web,credit_card,**** **** **** 2833,e318c7b2-9735-4e36-9420-2655939fb7c6,BestBuy,M35030,https://www.bestbuy.com,146.50.243.224,32.963346,-114.967194,0
603358268,Anita,Lee,F,3598 Maple Ave,Boston,FL,28524,30.016766,-95.177618,3844333,Manager,2005-12-11,627036924926,7f8e876f-9f75-4faf-a36f-2d3836b07db8,2024-08-11,08:01:58,electronics,343.83,web,debit_card,**** **** **** 0051,ea0a6625-6068-4a62-b962-dc010e7271b5,DoorDash,M56752,https://www.doordash.com,52.191.39.246,26.960961,-118.28276,0
618962887,Sara,Nguyen,F,2970 Oak St,Dallas,MA,49746,39.787942,-92.913581,7606601,Teacher,1964-08-24,431271026767,506d0f97-1874-4049-8653-f1df83394bc5,2024-03-07,04:46:59,grocery,74.48,web,debit_card,**** **** **** 2294,caac7252-fd77-48e1-b6ed-58b630e8a20b,Starbucks,M29593,https://www.starbucks.com,29.240.203.246,44.593712,-89.310671,0
075203447,Jane,Brown,F,9771 Maple Ave,New York,PA,32159,39.652902,-122.673301,4356902,Manager,1996-09-09,650471580290,297820af-18a6-4c84-8c7e-de69e33829f2,2024-10-12,07:21:10,grocery,43.3,mobile,debit_card,**** **** **** 5483,353cfd6f-9a88-45f6-af2c-6c6ca6f35e0c,Shell,M46915,https://www.shell.com,69.22.234.116,43.815216,-82.654411,0
100591297,Sara,Lee,M,1853 Park Ave,New York,TX,19753,39.577659,-122.748403,4847518,Nurse,1957-11-03,519102312110,5e73112f-6a4c-415d-b06f-185f565c072d,2024-06-17,03:34:01,electronics,459.93,pos,credit_card,**** **** **** 0728,f4ed3193-2596-4581-9a7a-4a5746cbba6d,Amazon,M20427,https://www.amazon.com,46.250.51.68,29.85647,-90.386657,0
436453804,Jane,Sharma,M,3830 Main St,Austin,MA,61729,41.992957,-85.391206,5096200,Cashier,1995-06-16,421017509617,a7fa2640-bc69-4463-8c76-3fa31d903165,2024-01-05,15:50:17,gas,45.47,web,wallet,**** **** **** 5833,b5c0ec6f-6a28-4558-aa81-402092f0e261,Costco,M32354,https://www.costco.com,11.177.91.105,33.685258,-92.5567,0
265062292,David,Singh,F,2427 Maple Ave,Dallas,TX,64997,40.127196,-92.788991,6662448,Developer,1984-03-22,310672453076,509600f5-8bd5-448a-a819-c841d8e820cc,2024-03-02,11:36:54,travel,3336.13,pos,debit_card,**** **** **** 1579,f386c817-ff42-4ee6-b4a4-6083c10e913e,Uber,M28543,https://www.uber.com,61.133.242.127,47.198074,-104.864304,1
597107563,Michael,Kumar,F,7128 2nd St,Miami,PA,88527,34.555973,-122.388799,6129700,Developer,1961-06-30,353574859532,65f4c413-de1a-42ca-b040-5d0edb5f9147,2024-05-04,23:41:55,electronics,1430.8,pos,credit_card,**** **** **** 1877,3f009eb4-fb0e-45fc-9bf3-cb3c04cfd344,Costco,M44866,https://www.costco.com,18.116.100.200,33.5222,-92.371717,1
759833991,Sara,Doe,F,150 Pine St,Seattle,WA,56683,45.650065,-119.051466,1275745,Manager,1978-09-17,403884366044,df5e88f9-3db1-4adf-9294-df76da4914f6,2024-03-20,07:39:18,online_purchase,121.96,mobile,wallet,**** **** **** 1474,cca48a53-97ed-4748-91f1-5744db9c4e81,BestBuy,M89500,https://www.bestbuy.com,117.73.42.151,32.602883,-114.864006,0
590459908,Sara,Lee,F,5265 Maple Ave,Boston,TX,82106,29.838859,-95.221045,2766937,Cashier,1965-12-20,027112218231,13a7ad00-86f1-45f6-90d3-c6216b77d60a,2024-10-20,01:56:13,restaurant,194.74,web,credit_card,**** **** **** 1372,e26c81ad-5482-4fc1-85ae-4f167ad4343a,Walmart,M44177,https://www.walmart.com,59.62.15.166,43.727014,-123.915036,0
847068103,Priya,Singh,M,3911 Main St,New York,WA,28045,39.70705,-122.645207,6391477,Cashier,1951-09-23,903397051958,0615afa2-d04c-4abd-b4e6-1605adb7904e,2024-12-14,23:21:46,online_purchase,161.89,mobile,wallet,**** **** **** 5354,d1f78108-a800-47b6-bfd4-1713985f20e8,Starbucks,M25619,https://www.starbucks.com,167.74.116.8,44.459696,-89.306975,0
945703943,David,Patel,M,6448 2nd St,San Francisco,NY,36946,31.205731,-111.248905,6318580,Manager,1969-03-25,804032537657,3ee9cbef-86d5-411e-b777-ac8ef7a8d24a,2024-05-31,18:05:41,online_purchase,368.72,web,wallet,**** **** **** 0476,9a5b951a-2f1f-4e46-8846-38fb4a03d38b,Costco,M30904,https://www.costco.com,25.14.95.56,33.793754,-92.25112,0
072011379,Sara,Sharma,F,4973 1st Ave,Chicago,NY,25738,25.531147,-112.761164,7852460,Nurse,1960-10-17,844097123166,514cf65c-97b8-4181-bd71-7e3be7cca007,2024-01-12,14:40:14,grocery,64.72,web,debit_card,**** **** **** 3370,fc40499d-b8d1-4429-8152-cdb92c3d8875,Amazon,M83821,https://www.amazon.com,214.220.112.144,30.341422,-90.418739,0
825562965,John,Smith,F,6117 Cedar Rd,San Francisco,PA,71928,31.34351,-111.327681,7615021,Developer,1999-06-08,754278656194,cacb1719-1f62-490e-bee3-022605916f4f,2024-12-09,14:40:33,online_purchase,136.46,web,wallet,**** **** **** 9236,3de706f7-76c1-4381-a360-6437f23497de,Walmart,M64916,https://www.walmart.com,226.29.254.129,43.643299,-123.61783,0
639561372,Michael,Lee,M,8114 2nd St,Seattle,MA,52662,45.612872,-118.925722,4650737,Cashier,1996-12-06,308172143643,7fd3da68-2ea5-4a36-a7d8-f20e1a16efdc,2024-07-29,11:29:50,gas,96.12,mobile,credit_card,**** **** **** 5609,5a4ed00c-8318-48ec-b19d-a21381a6a96c,Uber,M54979,https://www.uber.com,100.96.54.78,46.973015,-104.760297,0
169957060,Mei,Nguyen,M,8291 Pine St,Dallas,NY,56071,39.759758,-92.858083,7274058,Cashier,1998-05-11,717481131765,e8f1d1bf-668c-465f-bb2a-bab04c22fb3f,2024-04-03,17:48:43,pharmacy,15.13,web,wallet,**** **** **** 8274,e3ac41bf-cda4-42d8-b965-2330d864190f,Costco,M60879,https://www.costco.com,206.237.138.168,33.84089,-92.681761,0
377306260,Luis,Singh,M,2766 1st Ave,Dallas,FL,48048,39.98779,-92.967643,5811357,Teacher,1956-11-22,423597371122,24f62f3c-bb02-4c39-8349-2777807b51fc,2024-02-21,06:19:11,grocery,58.19,web,wallet,**** **** **** 6111,c1a6252d-a693-4823-bf4c-b526994343cb,Uber,M97123,https://www.uber.com,92.122.103.130,47.267466,-104.570141,0
129618033,Jane,Doe,M,3160 Park Ave,San Francisco,PA,68471,31.389619,-111.25862,4725545,Manager,1992-11-15,242605080184,a0f0cfcf-5ea7-4ec8-963f-2f708f842e44,2024-08-15,09:56:04,grocery,43.37,mobile,debit_card,**** **** **** 8122,de22ecd7-49d9-4cff-ba32-42a770a1198b,Delta,M29058,https://www.delta.com,221.195.18.123,37.341277,-68.239984,0
567932798,Priya,Garcia,F,6758 1st Ave,Seattle,FL,66606,45.337294,-119.116292,3360386,Engineer,1967-04-13,623984716906,02817303-5daf-4362-b1f3-de91b4ec00ad,2024-01-26,18:16:38,gas,76.36,mobile,wallet,**** **** **** 7876,d82baf96-671d-4043-9a48-691fca66d821,Costco,M83424,https://www.costco.com,237.175.155.154,33.802896,-92.489291,0
935435864,Jane,Singh,F,4494 Oak St,San Francisco,FL,47872,31.363448,-111.385851,7824728,Developer,1971-06-25,496392435885,11bd4f47-8fdd-4cca-9a0c-87e9ba8a760f,2024-03-20,09:44:49,pharmacy,176.62,mobile,credit_card,**** **** **** 9785,28d315c4-abff-4f63-bd33-2bed0046329f,Target,M43387,https://www.target.com,156.19.65.32,43.813751,-84.018185,0
917665122,John,Sharma,M,7550 Oak St,Miami,GA,76993,34.731183,-122.421882,477760,Cashier,1993-12-02,150014188421,bc5f7eb1-79be-4ccb-9966-ee8e8f688e59,2024-12-25,12:35:41,utilities,105.81,pos,wallet,**** **** **** 9948,f55f79e5-24b7-45f6-a9e4-a9c452c76432,DoorDash,M40980,https://www.doordash.com,39.6.142.150,27.023185,-118.655244,0
792234103,David,Patel,M,9459 Oak St,Austin,CA,73734,41.788663,-85.529652,3459148,Nurse,1971-09-18,469967331167,389a9b5d-9eb3-44cf-842a-730083979cd2,2024-06-20,20:39:20,online_purchase,296.97,web,wallet,**** **** **** 8967,40958ea1-a600-4f75-b54b-2ac5408fd3af,Costco,M36931,https://www.costco.com,96.37.181.20,33.766863,-92.414327,0
093170695,David,Patel,M,6737 Oak St,Boston,MA,42606,30.114647,-95.035368,3233007,Designer,1992-02-21,560767616453,972959af-a71b-491d-9cb9-436ef258848e,2024-04-14,12:23:43,restaurant,183.2,web,debit_card,**** **** **** 3121,058af444-6971-44ff-b8c5-c08df461c778,Costco,M82459,https://www.costco.com,13.65.21.135,33.965497,-92.561824,0
248762303,David,Smith,M,5205 Main St,Seattle,IL,78224,45.346842,-118.895763,5258861,Engineer,2001-05-16,911142817852,124072b0-c93c-480a-80af-578aca002e7b,2024-02-29,07:26:26,online_purchase,102.03,mobile,debit_card,**** **** **** 2239,def7c53b-43c0-4180-85cc-ca51fde2dca0,DoorDash,M85217,https://www.doordash.com,201.72.119.63,27.10612,-118.361041,0
868785996,Akhil,Nguyen,M,2326 1st Ave,San Francisco,IL,47644,31.309983,-111.157453,5733495,Cashier,1999-05-16,486287203195,177ab973-2c78-4236-8f84-03410954266e,2024-11-22,23:30:20,travel,550.59,web,debit_card,**** **** **** 9246,ddf84e4f-3aff-4ceb-bd88-d05c6c040c61,BestBuy,M28653,https://www.bestbuy.com,5.231.59.232,32.789178,-115.145603,0
505766194,Anita,Brown,M,6912 1st Ave,Dallas,TX,42160,40.126432,-92.77952,7790560,Analyst,1976-07-03,588707155348,0b89799a-e62a-4a58-aafc-a1fab68dca85,2024-03-05,10:43:23,grocery,119.13,mobile,wallet,**** **** **** 9759,ed702d78-f4e5-49da-a53e-7dde60722b2e,DoorDash,M47345,https://www.doordash.com,95.14.206.133,27.184527,-118.257047,0
231964630,David,Lee,M,6291 Pine St,San Francisco,TX,96588,31.411382,-111.184408,5378483,Manager,1962-12-01,040236936268,63010699-b1ed-4716-b136-ea677383511e,2024-08-08,15:53:06,travel,3962.66,mobile,credit_card,**** **** **** 7595,9dd58ced-9097-46c9-b4a5-4c75d91a5555,Shell,M43827,https://www.shell.com,148.143.141.228,43.804746,-82.260021,1
760944128,Sara,Lee,M,4118 Park Ave,Miami,PA,12913,34.677751,-122.392683,7934788,Clerk,1976-12-19,333721885666,bbe94eb8-864e-4bfe-956c-6ac8eaa4bc91,2024-08-08,00:50:30,restaurant,66.83,mobile,credit_card,**** **** **** 5514,0e11f2a2-0160-4f19-815f-e791496c1bd6,BestBuy,M73769,https://www.bestbuy.com,226.126.238.246,32.763569,-115.309252,0
286712007,Priya,Smith,M,2708 Pine St,Austin,MA,87784,41.889577,-85.594978,738661,Analyst,1950-10-06,202455910245,8c92d012-4f55-4559-8863-5f5fabe36c3d,2024-02-08,19:48:00,grocery,119.59,mobile,credit_card,**** **** **** 1942,cf2d096e-c56e-4cba-8997-df25ed4bf938,Walmart,M70599,https://www.walmart.com,156.219.67.41,43.702979,-123.509605,0
663453372,Mei,Patel,F,5648 Main St,New York,IL,71952,39.830924,-122.630886,4318760,Manager,1976-05-06,201091217221,de0d0e1e-7821-4fe2-a22a-608ba156e592,2024-04-19,16:51:36,restaurant,140.67,pos,credit_card,**** **** **** 6351,1076e431-9517-4790-a7b2-2fd89cafd089,Amazon,M14112,https://www.amazon.com,216.219.206.65,30.003869,-90.224345,0
617520238,David,Brown,F,7019 Pine St,Austin,MA,84261,42.086092,-85.554544,7341161,Teacher,1972-06-25,974326005595,04f34538-8685-4975-a6b3-39b73d023d85,2024-05-10,22:44:37,grocery,21.51,pos,credit_card,**** **** **** 6079,568d21e5-9150-4d66-82a6-b320945f99ce,Delta,M48036,https://www.delta.com,138.194.117.12,37.203937,-68.821652,0
394640830,Jane,Singh,F,9469 Park Ave,Dallas,PA,51311,40.081263,-93.049176,2270468,Manager,1953-06-22,373606014886,6bca4906-2e50-4149-a6df-1ed8f217086d,2024-01-07,08:19:53,travel,3098.71,pos,credit_card,**** **** **** 8306,41741e81-15a1-4f7f-939e-c2b714321800,Walmart,M53093,https://www.walmart.com,166.63.243.123,43.329316,-123.851645,1
881121031,Michael,Kumar,F,2751 Maple Ave,Miami,IL,36750,34.795867,-122.356986,6468062,Manager,1977-10-07,421751887817,0c6d56a8-7539-4f4a-93e0-2eab6d128af6,2024-09-16,10:11:46,travel,3163.44,web,credit_card,**** **** **** 5288,35c56bb1-a396-4c07-8f05-567596018af0,BestBuy,M72742,https://www.bestbuy.com,254.237.194.162,32.736592,-115.233561,1
876553007,David,Sharma,F,3215 Cedar Rd,Seattle,TX,86854,45.619224,-119.217727,6296587,Nurse,1994-05-09,309505560571,ff06d8e1-2bb6-4e8b-818c-fc8fa073212b,2024-02-22,01:42:45,gas,67.57,pos,credit_card,**** **** **** 4864,60cfb970-6adc-4060-92e9-ae3c04875f96,Amazon,M23968,https://www.amazon.com,15.241.77.171,30.348581,-90.629704,0
452128991,David,Kumar,F,1318 Pine St,Boston,IL,19845,30.027988,-95.099298,3463080,Engineer,1952-05-06,511455129391,fad02ee4-2113-48c4-a924-a9072670d280,2024-03-30,21:55:01,grocery,40.42,pos,wallet,**** **** **** 1540,5f50c5d3-d2c9-4b2a-99b5-6f1aa600f457,Target,M19010,https://www.target.com,25.243.242.151,43.236249,-83.971213,0
073228360,Sara,Garcia,M,9780 Park Ave,Miami,TX,20749,34.637827,-122.427506,7752110,Designer,1959-04-27,849378306396,2296c5fe-99cc-450c-b607-378711c14979,2024-03-15,17:58:01,travel,1442.64,web,wallet,**** **** **** 1693,941c95c1-119c-484d-b8e7-37146d3d0a85,Uber,M26802,https://www.uber.com,148.48.209.165,47.064023,-104.533806,1
